EC:1.1.1.1	Alcohol dehydrogenase
EC:3.5.1.16	Acetylornithine deacetylase
EC:3.5.1.18	Succinyl-diaminopimelate desuccinylase
EC:3.5.1.19	Nicotinamidase
EC:3.5.1.2	Glutaminase
EC:3.5.1.23	Ceramidase
EC:3.5.1.24	Choloylglycine hydrolase
EC:3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase
EC:3.5.1.26	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
EC:3.5.1.28	N-acetylmuramoyl-L-alanine amidase
EC:3.5.1.29	2-(acetamidomethylene)succinate hydrolase
EC:3.5.1.3	Omega-amidase
EC:3.5.1.31	Formylmethionine deformylase
EC:3.5.1.32	Hippurate hydrolase
EC:3.5.1.38	Glutamin-(asparagin-)ase
EC:3.5.1.4	Amidase
EC:3.5.1.41	Chitin deacetylase
EC:3.5.1.42	Nicotinamide-nucleotide amidase
EC:3.5.1.44	Protein-glutamine glutaminase
EC:3.5.1.46	6-aminohexanoate-oligomer exohydrolase
EC:3.5.1.47	N-acetyldiaminopimelate deacetylase
EC:3.5.1.49	Formamidase
EC:3.5.1.5	Urease
EC:3.5.1.52	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
EC:3.5.1.53	N-carbamoylputrescine amidase
EC:3.5.1.54	Allophanate hydrolase
EC:3.5.1.56	N,N-dimethylformamidase
EC:3.5.1.59	N-carbamoylsarcosine amidase
EC:3.5.1.6	Beta-ureidopropionase
EC:3.5.1.68	N-formylglutamate deformylase
EC:3.5.1.77	N-carbamoyl-D-amino-acid hydrolase
EC:3.5.1.78	Glutathionylspermidine amidase
EC:3.5.1.81	N-acyl-D-amino-acid deacylase
EC:3.5.1.82	N-acyl-D-glutamate deacylase
EC:3.5.1.86	Mandelamide amidase
EC:3.5.1.87	N-carbamoyl-L-amino-acid hydrolase
EC:3.5.1.88	Peptide deformylase
EC:3.5.1.89	N-acetylglucosaminylphosphatidylinositol deacetylase
EC:3.5.1.9	Arylformamidase
EC:3.5.1.90	Adenosylcobinamide hydrolase
EC:3.5.1.92	Pantetheine hydrolase
EC:3.5.1.94	Gamma-glutamyl-gamma-aminobutyrate hydrolase
EC:3.5.1.96	Succinylglutamate desuccinylase
EC:3.5.1.97	Acyl-homoserine-lactone acylase
EC:3.5.1.98	Histone deacetylase
EC:3.5.1.99	Fatty acid amide hydrolase
EC:3.5.2.10	Creatininase
EC:3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase
EC:3.5.2.14	N-methylhydantoinase (ATP-hydrolyzing)
EC:3.5.2.15	Cyanuric acid amidohydrolase
EC:3.5.2.17	Hydroxyisourate hydrolase
EC:3.5.2.18	Enamidase
EC:3.5.2.2	Dihydropyrimidinase
EC:3.5.2.3	Dihydroorotase
EC:3.5.2.5	Allantoinase
EC:3.5.2.6	Beta-lactamase
EC:3.5.2.7	Imidazolonepropionase
EC:3.5.2.9	5-oxoprolinase (ATP-hydrolyzing)
EC:3.5.3.1	Arginase
EC:3.5.3.11	Agmatinase
EC:3.5.3.12	Agmatine deiminase
EC:3.5.3.13	Formimidoylglutamate deiminase
EC:3.5.3.15	Protein-arginine deiminase
EC:3.5.3.17	Guanidinopropionase
EC:3.5.3.18	Dimethylargininase
EC:3.5.3.22	Proclavaminate amidinohydrolase
EC:3.5.3.23	N-succinylarginine dihydrolase
EC:3.5.3.25	N(omega)-hydroxy-L-arginine amidinohydrolase
EC:3.5.3.26	(S)-ureidoglycine aminohydrolase
EC:3.5.3.3	Creatinase
EC:3.5.3.4	Allantoicase
EC:3.5.3.6	Arginine deiminase
EC:3.5.3.7	Guanidinobutyrase
EC:3.5.3.8	Formimidoylglutamase
EC:3.5.3.9	Allantoate deiminase
EC:3.5.4.1	Cytosine deaminase
EC:3.5.4.10	IMP cyclohydrolase
EC:3.5.4.12	dCMP deaminase
EC:3.5.4.13	dCTP deaminase
EC:3.5.4.16	GTP cyclohydrolase I
EC:3.5.4.19	Phosphoribosyl-AMP cyclohydrolase
EC:3.5.4.2	Adenine deaminase
EC:3.5.4.21	Creatinine deaminase
EC:3.5.4.25	GTP cyclohydrolase II
EC:3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase
EC:3.5.4.27	Methenyltetrahydromethanopterin cyclohydrolase
EC:3.5.4.28	S-adenosylhomocysteine deaminase
EC:3.5.4.29	GTP cyclohydrolase IIa
EC:3.5.4.3	Guanine deaminase
EC:3.5.4.30	dCTP deaminase (dUMP-forming)
EC:3.5.4.31	S-methyl-5'-thioadenosine deaminase
EC:3.5.4.32	8-oxoguanine deaminase
EC:3.5.4.33	tRNA(adenine(34)) deaminase
EC:3.5.4.34	tRNA(Ala)(adenine(37)) deaminase
EC:3.5.4.35	tRNA(cytosine(8)) deaminase
EC:3.5.4.39	GTP cyclohydrolase IV
EC:3.5.4.4	Adenosine deaminase
EC:3.5.4.40	Aminodeoxyfutalosine deaminase
EC:3.5.4.5	Cytidine deaminase
EC:3.5.4.6	AMP deaminase
EC:3.5.4.9	Methenyltetrahydrofolate cyclohydrolase
EC:3.5.5.1	Nitrilase
EC:3.5.5.4	Cyanoalanine nitrilase
EC:3.5.5.7	Aliphatic nitrilase
EC:3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
EC:3.5.99.2	Aminopyrimidine aminohydrolase
EC:3.5.99.3	Hydroxydechloroatrazine ethylaminohydrolase
EC:3.5.99.4	N-isopropylammelide isopropylaminohydrolase
EC:3.5.99.5	2-aminomuconate deaminase
EC:3.5.99.6	Glucosamine-6-phosphate deaminase
EC:3.5.99.7	1-aminocyclopropane-1-carboxylate deaminase
EC:3.6.1.1	Inorganic diphosphatase
EC:3.6.1.11	Exopolyphosphatase
EC:3.6.1.12	dCTP diphosphatase
EC:3.6.1.13	ADP-ribose diphosphatase
EC:3.6.1.15	Nucleoside-triphosphate phosphatase
EC:3.6.1.16	CDP-glycerol diphosphatase
EC:3.6.1.17	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
EC:3.6.1.18	FAD diphosphatase
EC:3.6.1.19	Nucleoside-triphosphate diphosphatase
EC:3.6.1.21	ADP-sugar diphosphatase
EC:3.6.1.22	NAD(+) diphosphatase
EC:3.6.1.23	dUTP diphosphatase
EC:3.6.1.25	Triphosphatase
EC:3.6.1.26	CDP-diacylglycerol diphosphatase
EC:3.6.1.27	Undecaprenyl-diphosphate phosphatase
EC:3.6.1.28	Thiamine-triphosphatase
EC:3.6.1.29	Bis(5'-adenosyl)-triphosphatase
EC:3.6.1.3	Adenosinetriphosphatase
EC:3.6.1.31	Phosphoribosyl-ATP diphosphatase
EC:3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate diphosphatase
EC:3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
EC:3.6.1.43	Dolichyldiphosphatase
EC:3.6.1.45	UDP-sugar diphosphatase
EC:3.6.1.5	Apyrase
EC:3.6.1.52	Diphosphoinositol-polyphosphate diphosphatase
EC:3.6.1.53	Mn(2+)-dependent ADP-ribose/CDP-alcohol diphosphatase
EC:3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
EC:3.6.1.55	8-oxo-dGTP diphosphatase
EC:3.6.1.56	2-hydroxy-dATP diphosphatase
EC:3.6.1.57	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
EC:3.6.1.58	8-oxo-dGDP phosphatase
EC:3.6.1.59	5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase
EC:3.6.1.6	Nucleoside diphosphate phosphatase
EC:3.6.1.61	Diadenosine hexaphosphate hydrolase (ATP-forming)
EC:3.6.1.62	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase
EC:3.6.1.63	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
EC:3.6.1.64	Inosine diphosphate phosphatase
EC:3.6.1.65	(d)CTP diphosphatase
EC:3.6.1.66	XTP/dITP diphosphatase
EC:3.6.1.7	Acylphosphatase
EC:3.6.1.8	ATP diphosphatase
EC:3.6.1.9	Nucleotide diphosphatase
EC:3.6.3.1	Phospholipid-translocating ATPase
EC:3.6.3.10	Hydrogen/potassium-exchanging ATPase
EC:3.6.3.12	Potassium-transporting ATPase
EC:3.6.3.14	H(+)-transporting two-sector ATPase
EC:3.6.3.16	Arsenite-transporting ATPase
EC:3.6.3.17	Monosaccharide-transporting ATPase
EC:3.6.3.2	Magnesium-importing ATPase
EC:3.6.3.20	Glycerol-3-phosphate-transporting ATPase
EC:3.6.3.21	Polar-amino-acid-transporting ATPase
EC:3.6.3.22	Nonpolar-amino-acid-transporting ATPase
EC:3.6.3.24	Nickel-transporting ATPase
EC:3.6.3.25	Sulfate-transporting ATPase
EC:3.6.3.27	Phosphate-transporting ATPase
EC:3.6.3.28	Phosphonate-transporting ATPase
EC:3.6.3.29	Molybdate-transporting ATPase
EC:3.6.3.3	Cadmium-exporting ATPase
EC:3.6.3.30	Fe(3+)-transporting ATPase
EC:3.6.3.31	Polyamine-transporting ATPase
EC:3.6.3.32	Quaternary-amine-transporting ATPase
EC:3.6.3.33	Vitamin B12-transporting ATPase
EC:3.6.3.34	Iron-chelate-transporting ATPase
EC:3.6.3.36	Taurine-transporting ATPase
EC:3.6.3.4	Cu(2+)-exporting ATPase
EC:3.6.3.40	Teichoic-acid-transporting ATPase
EC:3.6.3.41	Heme-transporting ATPase
EC:3.6.3.44	Xenobiotic-transporting ATPase
EC:3.6.3.5	Zinc-exporting ATPase
EC:3.6.3.54	Cu(+) exporting ATPase
EC:3.6.3.55	Tungstate-importing ATPase
EC:3.6.3.6	Proton-exporting ATPase
EC:3.6.3.8	Calcium-transporting ATPase
EC:3.6.3.9	Sodium/potassium-exchanging ATPase
EC:3.6.4.12	DNA helicase
EC:3.6.4.13	RNA helicase
EC:3.6.4.3	Microtubule-severing ATPase
EC:3.6.4.6	Vesicle-fusing ATPase
EC:3.6.5.5	Dynamin GTPase
EC:3.7.1.12	Cobalt-precorrin 5A hydrolase
EC:3.7.1.13	2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase
EC:3.7.1.14	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase
EC:3.7.1.17	hydrolase
EC:3.7.1.19	2,6-dihydroxypseudooxynicotine hydrolase
EC:3.7.1.2	Fumarylacetoacetase
EC:3.7.1.20	3-fumarylpyruvate hydrolase
EC:3.7.1.21	6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase
EC:3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
EC:3.7.1.3	Kynureninase
EC:3.7.1.5	Acylpyruvate hydrolase
EC:3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate hydrolase
EC:3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase
EC:3.8.1.2	(S)-2-haloacid dehalogenase
EC:3.8.1.3	Haloacetate dehalogenase
EC:3.8.1.5	Haloalkane dehalogenase
EC:3.8.1.8	Atrazine chlorohydrolase
EC:4.1.1.1	Pyruvate decarboxylase
EC:4.1.1.11	Aspartate 1-decarboxylase
EC:4.1.1.12	Aspartate 4-decarboxylase
EC:4.1.1.15	Glutamate decarboxylase
EC:4.1.1.17	Ornithine decarboxylase
EC:4.1.1.18	Lysine decarboxylase
EC:4.1.1.19	Arginine decarboxylase
EC:4.1.1.2	Oxalate decarboxylase
EC:4.1.1.20	Diaminopimelate decarboxylase
EC:4.1.1.21	Phosphoribosylaminoimidazole carboxylase
EC:4.1.1.22	Histidine decarboxylase
EC:4.1.1.23	Orotidine-5'-phosphate decarboxylase
EC:4.1.1.25	Tyrosine decarboxylase
EC:4.1.1.28	Aromatic-L-amino-acid decarboxylase
EC:4.1.1.29	Sulfinoalanine decarboxylase
EC:4.1.1.3	Oxaloacetate decarboxylase
EC:4.1.1.31	Phosphoenolpyruvate carboxylase
EC:4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)
EC:4.1.1.33	Diphosphomevalonate decarboxylase
EC:4.1.1.35	UDP-glucuronate decarboxylase
EC:4.1.1.36	Phosphopantothenoylcysteine decarboxylase
EC:4.1.1.37	Uroporphyrinogen decarboxylase
EC:4.1.1.39	Ribulose-bisphosphate carboxylase
EC:4.1.1.4	Acetoacetate decarboxylase
EC:4.1.1.41	Methylmalonyl-CoA decarboxylase
EC:4.1.1.44	4-carboxymuconolactone decarboxylase
EC:4.1.1.45	Aminocarboxymuconate-semialdehyde decarboxylase
EC:4.1.1.46	o-pyrocatechuate decarboxylase
EC:4.1.1.47	Tartronate-semialdehyde synthase
EC:4.1.1.48	Indole-3-glycerol-phosphate synthase
EC:4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)
EC:4.1.1.5	Acetolactate decarboxylase
EC:4.1.1.50	Adenosylmethionine decarboxylase
EC:4.1.1.51	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase
EC:4.1.1.55	4,5-dihydroxyphthalate decarboxylase
EC:4.1.1.6	Aconitate decarboxylase
EC:4.1.1.61	4-hydroxybenzoate decarboxylase
EC:4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate)
EC:4.1.1.65	Phosphatidylserine decarboxylase
EC:4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase
EC:4.1.1.69	3,4-dihydroxyphthalate decarboxylase
EC:4.1.1.7	Benzoylformate decarboxylase
EC:4.1.1.70	Glutaconyl-CoA decarboxylase
EC:4.1.1.71	2-oxoglutarate decarboxylase
EC:4.1.1.73	Tartrate decarboxylase
EC:4.1.1.74	Indolepyruvate decarboxylase
EC:4.1.1.75	5-guanidino-2-oxopentanoate decarboxylase
EC:4.1.1.76	Arylmalonate decarboxylase
EC:4.1.1.77	2-oxo-3-hexenedioate decarboxylase
EC:4.1.1.79	Sulfopyruvate decarboxylase
EC:4.1.1.8	Oxalyl-CoA decarboxylase
EC:4.1.1.81	Threonine-phosphate decarboxylase
EC:4.1.1.82	Phosphonopyruvate decarboxylase
EC:4.1.1.83	4-hydroxyphenylacetate decarboxylase
EC:4.1.1.84	D-dopachrome decarboxylase
EC:4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase
EC:4.1.1.86	Diaminobutyrate decarboxylase
EC:4.1.1.87	Malonyl-S-ACP decarboxylase
EC:4.1.1.9	Malonyl-CoA decarboxylase
EC:4.1.1.90	Peptidyl-glutamate 4-carboxylase
EC:4.1.1.94	Ethylmalonyl-CoA decarboxylase
EC:4.1.1.95	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
EC:4.1.1.96	Carboxynorspermidine decarboxylase
EC:4.1.1.97	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
EC:4.1.1.98	4-hydroxy-3-polyprenylbenzoate decarboxylase
EC:4.1.1.99	Phosphomevalonate decarboxylase
EC:4.1.2.10	(R)-mandelonitrile lyase
EC:4.1.2.13	Fructose-bisphosphate aldolase
EC:4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase
EC:4.1.2.17	L-fuculose-phosphate aldolase
EC:4.1.2.19	Rhamnulose-1-phosphate aldolase
EC:4.1.2.20	2-dehydro-3-deoxyglucarate aldolase
EC:4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
EC:4.1.2.22	Fructose-6-phosphate phosphoketolase
EC:4.1.2.25	Dihydroneopterin aldolase
EC:4.1.2.27	Sphinganine-1-phosphate aldolase
EC:4.1.2.29	5-dehydro-2-deoxyphosphogluconate aldolase
EC:4.1.2.34	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase
EC:4.1.2.4	Deoxyribose-phosphate aldolase
EC:4.1.2.40	Tagatose-bisphosphate aldolase
EC:4.1.2.41	Vanillin synthase
EC:4.1.2.43	3-hexulose-6-phosphate synthase
EC:4.1.2.44	Benzoyl-CoA-dihydrodiol lyase
EC:4.1.2.45	Trans-o-hydroxybenzylidenepyruvate hydratase-aldolase
EC:4.1.2.5	L-threonine aldolase
EC:4.1.2.50	6-carboxytetrahydropterin synthase
EC:4.1.2.51	2-dehydro-3-deoxy-D-gluconate aldolase
EC:4.1.2.52	4-hydroxy-2-oxoheptanedioate aldolase
EC:4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase
EC:4.1.2.54	L-threo-3-deoxy-hexylosonate aldolase
EC:4.1.2.55	aldolase
EC:4.1.2.56	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
EC:4.1.2.57	Sulfofructosephosphate aldolase
EC:4.1.2.8	Indole-3-glycerol-phosphate lyase
EC:4.1.2.9	Phosphoketolase
EC:4.1.3.1	Isocitrate lyase
EC:4.1.3.16	4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.17	4-hydroxy-4-methyl-2-oxoglutarate aldolase
EC:4.1.3.24	Malyl-CoA lyase
EC:4.1.3.25	(S)-citramalyl-CoA lyase
EC:4.1.3.27	Anthranilate synthase
EC:4.1.3.3	N-acetylneuraminate lyase
EC:4.1.3.30	Methylisocitrate lyase
EC:4.1.3.34	Citryl-CoA lyase
EC:4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
EC:4.1.3.38	Aminodeoxychorismate lyase
EC:4.1.3.39	4-hydroxy-2-oxovalerate aldolase
EC:4.1.3.4	Hydroxymethylglutaryl-CoA lyase
EC:4.1.3.40	Chorismate lyase
EC:4.1.3.41	3-hydroxy-D-aspartate aldolase
EC:4.1.3.42	(4S)-4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.43	4-hydroxy-2-oxohexanoate aldolase
EC:4.1.3.44	tRNA 4-demethylwyosine synthase (AdoMet-dependent)
EC:4.1.3.45	3-hydroxybenzoate synthase
EC:4.1.3.46	(R)-citramalyl-CoA lyase
EC:4.1.99.1	Tryptophanase
EC:4.1.99.11	Benzylsuccinate synthase
EC:4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase
EC:4.1.99.14	Spore photoproduct lyase
EC:4.1.99.16	Geosmin synthase
EC:4.1.99.17	Phosphomethylpyrimidine synthase
EC:4.1.99.18	Cyclic pyranopterin phosphate synthase
EC:4.1.99.19	2-iminoacetate synthase
EC:4.1.99.2	Tyrosine phenol-lyase
EC:4.1.99.20	3-amino-4-hydroxybenzoate synthase
EC:4.1.99.3	Deoxyribodipyrimidine photo-lyase
EC:4.1.99.5	Aldehyde oxygenase (deformylating)
EC:4.2.1.1	Carbonate dehydratase
EC:4.2.1.10	3-dehydroquinate dehydratase
EC:4.2.1.100	Cyclohexa-1,5-dienecarbonyl-CoA hydratase
EC:4.2.1.101	Trans-feruloyl-CoA hydratase
EC:4.2.1.103	Cyclohexyl-isocyanide hydratase
EC:4.2.1.104	Cyanase
EC:4.2.1.106	Bile-acid 7-alpha-dehydratase
EC:4.2.1.107	hydratase
EC:4.2.1.108	Ectoine synthase
EC:4.2.1.109	Methylthioribulose 1-phosphate dehydratase
EC:4.2.1.11	Phosphopyruvate hydratase
EC:4.2.1.113	o-succinylbenzoate synthase
EC:4.2.1.114	Methanogen homoaconitase
EC:4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
EC:4.2.1.116	3-hydroxypropionyl-CoA dehydratase
EC:4.2.1.118	3-dehydroshikimate dehydratase
EC:4.2.1.119	Enoyl-CoA hydratase 2
EC:4.2.1.12	Phosphogluconate dehydratase
EC:4.2.1.120	4-hydroxybutanoyl-CoA dehydratase
EC:4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
EC:4.2.1.129	Squalene--hopanol cyclase
EC:4.2.1.130	D-lactate dehydratase
EC:4.2.1.131	Carotenoid 1,2-hydratase
EC:4.2.1.132	2-hydroxyhexa-2,4-dienoate hydratase
EC:4.2.1.134	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
EC:4.2.1.135	UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)
EC:4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase
EC:4.2.1.137	Sporulenol synthase
EC:4.2.1.138	(+)-caryolan-1-ol synthase
EC:4.2.1.140	Gluconate/galactonate dehydratase
EC:4.2.1.141	2-dehydro-3-deoxy-D-arabinonate dehydratase
EC:4.2.1.144	3-amino-5-hydroxybenzoate synthase
EC:4.2.1.147	5,6,7,8-tetrahydromethanopterin hydro-lyase
EC:4.2.1.148	2-methylfumaryl-CoA hydratase
EC:4.2.1.149	Crotonobetainyl-CoA hydratase
EC:4.2.1.151	Chorismate dehydratase
EC:4.2.1.152	Hydroperoxy icosatetraenoate dehydratase
EC:4.2.1.153	3-methylfumaryl-CoA hydratase
EC:4.2.1.154	Tetracenomycin F2 cyclase
EC:4.2.1.17	Enoyl-CoA hydratase
EC:4.2.1.18	Methylglutaconyl-CoA hydratase
EC:4.2.1.19	Imidazoleglycerol-phosphate dehydratase
EC:4.2.1.2	Fumarate hydratase
EC:4.2.1.20	Tryptophan synthase
EC:4.2.1.22	Cystathionine beta-synthase
EC:4.2.1.24	Porphobilinogen synthase
EC:4.2.1.25	L-arabinonate dehydratase
EC:4.2.1.28	Propanediol dehydratase
EC:4.2.1.3	Aconitate hydratase
EC:4.2.1.30	Glycerol dehydratase
EC:4.2.1.32	L(+)-tartrate dehydratase
EC:4.2.1.33	3-isopropylmalate dehydratase
EC:4.2.1.35	(R)-2-methylmalate dehydratase
EC:4.2.1.36	Homoaconitate hydratase
EC:4.2.1.40	Glucarate dehydratase
EC:4.2.1.41	5-dehydro-4-deoxyglucarate dehydratase
EC:4.2.1.42	Galactarate dehydratase
EC:4.2.1.43	2-dehydro-3-deoxy-L-arabinonate dehydratase
EC:4.2.1.44	Myo-inosose-2 dehydratase
EC:4.2.1.45	CDP-glucose 4,6-dehydratase
EC:4.2.1.46	dTDP-glucose 4,6-dehydratase
EC:4.2.1.47	GDP-mannose 4,6-dehydratase
EC:4.2.1.49	Urocanate hydratase
EC:4.2.1.5	Arabinonate dehydratase
EC:4.2.1.51	Prephenate dehydratase
EC:4.2.1.53	Oleate hydratase
EC:4.2.1.55	3-hydroxybutyryl-CoA dehydratase
EC:4.2.1.56	Itaconyl-CoA hydratase
EC:4.2.1.57	Isohexenylglutaconyl-CoA hydratase
EC:4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
EC:4.2.1.6	Galactonate dehydratase
EC:4.2.1.65	3-cyanoalanine hydratase
EC:4.2.1.66	Cyanide hydratase
EC:4.2.1.68	L-fuconate dehydratase
EC:4.2.1.7	Altronate dehydratase
EC:4.2.1.75	Uroporphyrinogen-III synthase
EC:4.2.1.76	UDP-glucose 4,6-dehydratase
EC:4.2.1.77	Trans-L-3-hydroxyproline dehydratase
EC:4.2.1.79	2-methylcitrate dehydratase
EC:4.2.1.8	Mannonate dehydratase
EC:4.2.1.80	2-oxopent-4-enoate hydratase
EC:4.2.1.83	4-oxalmesaconate hydratase
EC:4.2.1.84	Nitrile hydratase
EC:4.2.1.9	Dihydroxy-acid dehydratase
EC:4.2.1.90	L-rhamnonate dehydratase
EC:4.2.1.91	Arogenate dehydratase
EC:4.2.1.92	Hydroperoxide dehydratase
EC:4.2.1.93	ATP-dependent NAD(P)H-hydrate dehydratase
EC:4.2.1.96	4a-hydroxytetrahydrobiopterin dehydratase
EC:4.2.1.99	2-methylisocitrate dehydratase
EC:4.2.2.1	Hyaluronate lyase
EC:4.2.2.10	Pectin lyase
EC:4.2.2.17	Inulin fructotransferase (DFA-I-forming)
EC:4.2.2.19	Chondroitin B lyase
EC:4.2.2.2	Pectate lyase
EC:4.2.2.20	Chondroitin-sulfate-ABC endolyase
EC:4.2.2.21	Chondroitin-sulfate-ABC exolyase
EC:4.2.2.23	Rhamnogalacturonan endolyase
EC:4.2.2.24	Rhamnogalacturonan exolyase
EC:4.2.2.3	Poly(beta-D-mannuronate) lyase
EC:4.2.2.5	Chondroitin AC lyase
EC:4.2.2.6	Oligogalacturonide lyase
EC:4.2.2.7	Heparin lyase
EC:4.2.2.8	Heparin-sulfate lyase
EC:4.2.2.9	Pectate disaccharide-lyase
EC:4.2.3.1	Threonine synthase
EC:4.2.3.111	(-)-alpha-terpineol synthase
EC:4.2.3.118	2-methylisoborneol synthase
EC:4.2.3.12	6-pyruvoyltetrahydropterin synthase
EC:4.2.3.124	2-deoxy-scyllo-inosose synthase
EC:4.2.3.130	Tetraprenyl-beta-curcumene synthase
EC:4.2.3.144	Geranyllinalool synthase
EC:4.2.3.19	Ent-kaurene synthase
EC:4.2.3.2	Ethanolamine-phosphate phospho-lyase
EC:4.2.3.22	Germacradienol synthase
EC:4.2.3.25	S-linalool synthase
EC:4.2.3.27	Isoprene synthase
EC:4.2.3.3	Methylglyoxal synthase
EC:4.2.3.32	Levopimaradiene synthase
EC:4.2.3.37	Epi-isozizaene synthase
EC:4.2.3.4	3-dehydroquinate synthase
EC:4.2.3.46	Alpha-farnesene synthase
EC:4.2.3.5	Chorismate synthase
EC:4.2.3.6	Trichodiene synthase
EC:4.2.3.7	Pentalenene synthase
EC:4.2.3.73	Valencene synthase
EC:4.2.3.75	(-)-germacrene D synthase
EC:4.2.3.86	7-epi-alpha-selinene synthase
EC:4.2.3.89	(+)-beta-caryophyllene synthase
EC:4.2.3.90	5-epi-alpha-selinene synthase
EC:4.2.3.96	Avermitilol synthase
EC:4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase
EC:4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EC:4.2.99.21	Isochorismate lyase
EC:4.3.1.1	Aspartate ammonia-lyase
EC:4.3.1.12	Ornithine cyclodeaminase
EC:4.3.1.14	3-aminobutyryl-CoA ammonia-lyase
EC:4.3.1.15	Diaminopropionate ammonia-lyase
EC:4.3.1.17	L-serine ammonia-lyase
EC:4.3.1.18	D-serine ammonia-lyase
EC:4.3.1.19	Threonine ammonia-lyase
EC:4.3.1.2	Methylaspartate ammonia-lyase
EC:4.3.1.23	Tyrosine ammonia-lyase
EC:4.3.1.24	Phenylalanine ammonia-lyase
EC:4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase
EC:4.3.1.3	Histidine ammonia-lyase
EC:4.3.1.30	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase
EC:4.3.1.4	Formimidoyltetrahydrofolate cyclodeaminase
EC:4.3.1.7	Ethanolamine ammonia-lyase
EC:4.3.2.1	Argininosuccinate lyase
EC:4.3.2.2	Adenylosuccinate lyase
EC:4.3.2.3	Ureidoglycolate lyase
EC:4.3.2.5	Peptidylamidoglycolate lyase
EC:4.3.2.6	Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase
EC:4.3.3.2	Strictosidine synthase
EC:4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
EC:4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
EC:4.3.99.3	7-carboxy-7-deazaguanine synthase
EC:4.4.1.1	Cystathionine gamma-lyase
EC:4.4.1.11	Methionine gamma-lyase
EC:4.4.1.13	Cysteine-S-conjugate beta-lyase
EC:4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
EC:4.4.1.15	D-cysteine desulfhydrase
EC:4.4.1.16	Selenocysteine lyase
EC:4.4.1.17	Holocytochrome-c synthase
EC:4.4.1.19	Phosphosulfolactate synthase
EC:4.4.1.2	Homocysteine desulfhydrase
EC:4.4.1.21	S-ribosylhomocysteine lyase
EC:4.4.1.22	S-(hydroxymethyl)glutathione synthase
EC:4.4.1.24	(2R)-sulfolactate sulfo-lyase
EC:4.4.1.25	L-cysteate sulfo-lyase
EC:4.4.1.3	Dimethylpropiothetin dethiomethylase
EC:4.4.1.5	Lactoylglutathione lyase
